month,year,hour,lat,long
11,2012,19,40.266667,-94.683333
1,2012,19,32,-101.5
11,2012,20,44.08333,-1.31667
11,2012,20,-30.33333,130.53333
1,2012,21,-30.25,130.66667
1,2012,21,-30.31833,129.06333
1,2012,22,-30.70167,130.45611
11,2012,22,-30.24833,130.54083
11,2012,22,-30.50683,130.404
11,2012,23,-30.61667,130.41667
11,2012,23,-30.50683,130.404
11,2012,23,-30.16967,130.70533
1,2012,23,-30.23433,130.60067
11,2013,10,-30.91378,130.90386
1,2013,17,-30.94775,130.90858
11,2013,19,36.16667,-85.51667
11,2013,21,-34.96667,148.125
11,2013,22,-34.81667,147.13333
11,2013,24,38.03333,-101.98333
11,1965,18,-35.41667,139.75
1,1977,20,35,-111
11,1987,19,-29.85,140.7
1,1994,19,36.43333,-87
1,1995,22,-30.45,126.1
11,1997,6,39.66667,-102.83333
11,1997,22,39.68333,-102.845
11,1998,20,-27.3,-70.4
11,1999,2,34.30333,-112.16617
11,1999,6,35.405,-98.74889
1,1999,19,-33.06667,-61
11,1999,20,-36,146.36667
11,1999,21,34.95,-107.16667
1,2000,3,-26.03333,-70.33333
1,2000,22,37.35,-108.68333
11,2001,9,35.78333,-83.25
1,2001,19,-27.95,122.88333
11,2001,20,36.83333,-105.23333
11,2002,0,41.36667,-98.63333
1,2002,6,38.46483,-105.7015
11,2002,20,34.83333,-112.01667
1,2002,22,39.2,-98.78333
11,2003,0,-33.3,136.01667
11,2003,18,-33.85,148.68333
1,2003,22,35.05017,-116.76683
11,2004,3,35.04753,-116.73092
11,2004,10,35.08808,-116.75398
1,2004,19,35.0715,-116.77205
11,2004,20,35.05605,-116.7763
11,2004,22,35.09373,-116.76343
11,2005,2,35.07667,-116.74667
11,2005,5,35.05242,-116.7667
11,2005,18,35.05878,-116.773
11,2005,18,35.05817,-116.7743
11,2005,19,35.03815,-116.7531
11,2005,20,35.07402,-116.76117
1,2005,23,35.05073,-116.76698
1,2006,5,35.04625,-116.73547
1,2006,11,35.05865,-116.76872
1,2006,18,35.05847,-116.769
1,2006,19,35.0501,-116.74443
11,2006,19,35.03815,-116.7531
11,2006,21,35.05893,-116.76872
11,2007,1,35.05947,-116.7685
11,2007,13,35.06917,-116.7502
11,2007,19,35.06785,-116.7494
11,2007,20,35.07028,-116.74847
11,2007,22,35.0925,-116.76083
11,2007,22,35.05283,-116.76645
1,2007,23,35.05283,-116.76538
1,2008,8,35.06725,-116.74853
1,2008,17,35.05602,-116.72368
11,2008,19,35.05607,-116.72365
11,2008,19,35.07362,-116.76372
1,2008,19,35.06847,-116.76905
1,2008,20,35.05865,-116.76872
1,2008,21,35.06152,-116.76295
11,2008,23,35.07802,-116.76777
1,2009,2,35.07,-116.77
1,2009,14,35.05835,-116.77403
11,2009,18,35.06888,-116.76197
1,2009,18,35.05475,-116.75432
1,2009,19,35.05452,-116.73005
1,2009,19,35.08838,-116.75283
11,2009,20,35.05717,-116.7205
11,2009,22,35.04008,-116.75553
11,2010,12,35.03842,-116.75818
11,2010,17,35.08958,-116.75007
11,2010,20,35.05628,-116.73377
11,2010,21,35.08758,-116.74603
11,2010,21,35.05902,-116.76892
1,2011,2,35.05122,-116.76742
11,2011,12,35.07118,-116.77162
11,2011,17,35.0742,-116.7637
11,2011,18,35.0751,-116.75038
11,2011,19,31.91667,-111.5
1,2011,20,36.99367,-114.99367
1,2011,20,-30.4,127.43333
11,2011,22,35.83333,-84.91667
11,2012,1,37.23333,-80.73333
11,2012,6,-38.1,145.3
1,2012,12,31.75,-97.75
11,2012,16,-5.25,-40.5
11,2012,19,-30.36667,120.73333
11,2012,19,38.90306,-112.82111
1,2012,19,-32.01667,139.78333
11,2012,19,44.47733,-103.972
1,2012,20,26.5,-100
11,2012,21,-30.75,-64.78333
1,2012,21,22,-80
11,2012,22,35.29575,-117.4668
11,2012,23,35.2755,-117.47833
11,2012,23,35.29183,-117.47067
11,2013,9,35.30233,-117.46017
11,2013,10,35.31232,-117.45315
1,2013,15,35.31227,-117.453
11,2013,18,35.3114,-117.45342
11,2013,19,35.28333,-117.48333
11,2013,19,35.31833,-117.46667
11,2013,19,35.3112,-117.45465
11,2013,20,35.2758,-117.47877
1,2013,20,35.31217,-117.453
11,2013,21,35.31218,-117.45303
1,2013,22,35.28528,-117.48305
11,2013,23,35.28638,-117.48305
1,1963,22,35.30455,-117.45817
1,1978,2,35.3,-117.4605
1,1991,3,35.3248,-117.47983
1,1993,21,35.296,-117.472
1,1996,21,35.296,-117.472
1,1999,19,29.01667,-97.28333
1,2000,10,40.23333,-100.83333
1,2000,18,37.61667,-98.91667
1,2000,21,30,-109.66667
1,2000,22,27.18717,16.189
1,2000,22,35.96667,-96.76667
1,2000,23,-38.91667,-69.2
1,2001,9,34.08333,-115.78333
1,2001,19,-27.71667,117.25
1,2002,13,-25.33333,116.18333
1,2002,15,36.04333,-102.40833
1,2002,20,34.8,-84.98333
1,2002,23,34.216667,-115.05
1,2003,7,51.13889,-1.53611
1,2003,18,29.58333,-3.75
1,2004,0,27.11767,16.0745
1,2004,9,27.1255,16.05817
1,2004,18,27.12633,16.03067
1,2004,20,27.155,15.95833
1,2005,2,27.1565,15.9525
1,2005,13,27.16983,15.9255
1,2005,23,27.16233,16.09533
1,2006,21,27.15833,16.11467
1,2007,8,27.15267,16.1565
1,2007,12,27.15217,16.17317
1,2007,18,27.16467,16.16917
1,2007,18,27.132,16.29767
1,2007,20,27.1295,16.3435
1,2007,21,27.10917,16.46617
1,2008,2,27.107,16.39333
1,2008,5,27.098,16.32233
1,2008,9,27.09267,16.31317
1,2008,11,27.092,16.3
1,2008,17,27.08083,16.201
1,2008,19,27.07717,16.19317
1,2008,21,27.07717,16.193
1,2008,23,27.0775,16.16917
1,2009,5,27.09767,16.0255
1,2009,19,27.10483,16.01133
1,2009,20,27.10483,16.01133
1,2009,22,27.11417,16.0015
1,2010,2,27.12783,15.97117
1,2010,8,27.225,15.0295
1,2010,18,27.20167,16.093
1,2010,20,27.1915,16.1345
1,2011,0,27.08467,16.03683
1,2011,9,27.0805,16.12567
1,2011,20,27.08267,16.13783
1,2012,5,27.08683,16.17483
1,2012,13,27.10383,16.30867
1,2012,19,27.10767,16.32383
1,2012,20,27.10967,16.3515
1,2012,20,27.11067,16.35667
1,2012,23,27.1115,16.4365
1,2013,15,27.13583,16.36017
1,2013,19,27.13367,16.358
1,2013,22,27.13383,16.331
12,1965,21,27.13933,16.27267
12,1976,19,27.14617,16.16367
12,1980,21,27.15267,16.10617
12,1987,21,27.27517,16.09383
12,1991,21,27.25817,16.1355
12,1994,20,27.30583,16.13567
12,1995,18,27.3055,16.20917
12,1996,12,27.30383,16.24483
12,1996,19,27.30317,16.25467
12,1997,1,27.30517,16.26417
12,1997,21,27.30483,16.30017
12,1998,3,27.26717,16.42033
12,1998,18,27.26783,16.41317
12,1998,21,27.26883,16.23633
12,1999,16,27.279,16.21733
12,1999,22,27.29867,16.16683
12,2000,0,27.32017,16.0775
12,2000,15,27.45767,16.28017
12,2001,17,27.45483,16.31333
12,2002,3,27.4055,16.32833
12,2002,5,27.40633,16.31967
12,2002,18,27.41633,16.19433
12,2002,22,27.4205,16.16667
12,2003,19,27.1455,15.95067
12,2003,24,27.0705,16.0945
12,2004,15,27.04767,16.4515
12,2005,2,27.05233,16.42633
12,2005,18,27.056,16.399
12,2005,20,27.1055,16.04583
12,2006,2,27.12883,16.035
12,2006,13,27.16033,16.03533
12,2006,20,27.19967,16.03567
12,2007,13,27.1045,16.00983
12,2007,17,27.10733,16.02233
12,2007,17,27.10483,16.06317
12,2007,18,27.11817,16.02717
12,2007,18,27.10083,16.02333
12,2007,18,27.11017,16.01817
12,2007,19,27.167,15.93933
12,2007,19,27.15967,15.96283
12,2007,19,27.04067,16.40433
12,2007,19,27.04617,16.37217
12,2007,19,27.08433,16.119
12,2007,19,27.1355,16.03017
12,2007,20,27.1425,16.0295
12,2007,21,27.143,16.028
12,2007,23,27.1585,16.03133
12,2008,6,27.22017,16.03317
12,2008,18,27.23317,16.02933
12,2008,20,27.2705,16.04067
12,2008,23,27.0655,16.0875
12,2009,18,27.10683,16.51617
12,2009,22,27.1025,16.23817
12,2010,4,27.11433,16.145
12,2010,6,27.1135,16.143
12,2010,11,27.12017,16.11117
12,2010,15,27.12117,16.10883
12,2010,23,27.0135,16.36583
12,2011,17,27.37683,16.30233
12,2011,22,27.35133,16.25367
12,2012,3,27.27833,16.27717
12,2012,18,27.2585,16.09233
12,2012,19,27.19017,16.30833
12,2012,20,27.203,15.90067
12,2012,20,27.1585,16.45617
12,2012,22,27.917,16.48767
12,2013,9,27.94783,16.50983
12,2013,18,27.1295,16.06867
12,2013,18,27.04133,16.38767
12,2013,19,27.04306,16.41167
12,2013,20,27.15222,16.48306
12,2013,22,27.15222,16.51722
12,2013,23,27.57139,16.175
12,1992,22,27.42639,16.27417
12,1997,19,27.25253,16.08372
12,1998,19,27.4387,15.94838
12,1998,23,27.63167,16.08694
12,1999,21,27.57139,16.08333
12,2000,15,27.1205,16.0235
12,2000,22,27.92472,16.9575
12,2001,14,27.01083,16.18167
12,2002,4,27.08333,16.25
12,2002,20,27.02583,16.38783
12,2003,17,27.188,16.40233
12,2003,19,26.90633,16.6865
12,2003,20,26.907,16.6815
12,2003,23,27.231,16.249
12,2004,14,27.07567,16.06633
12,2004,19,27.919,16.684
12,2004,21,27.17017,16.0355
12,2004,21,27.22167,16.25
12,2004,22,27.14683,16.05017
12,2005,9,27.035,16.38133
12,2005,21,27.46767,16.17017
12,2006,10,27.66733,15.9505
12,2006,21,27.23233,16.196
12,2006,22,27.03367,16.38333
12,2006,22,27.33333,16.21667
12,2007,6,27.33333,16.25
12,2007,19,27.33017,16.23117
12,2007,22,27.13533,16.052
12,2008,5,27.28133,16.40833
12,2009,1,27.08333,16.055
12,2009,18,27.182,16.30017
12,2009,20,27.43333,16
12,2009,23,27.45056,16.19167
12,2010,5,27.49583,16.25833
12,2010,20,27.03583,16.38528
12,2010,22,27.20167,16.31117
12,2011,7,27.26633,16.35783
12,2011,18,27.13383,16.06533
12,2011,20,28.21417,15.55083
12,2011,24,27.16917,16.13533
12,2012,4,27.32833,16.21867
12,2012,10,27.24167,16.23267
12,2012,15,27.42767,16.1655
12,2012,20,27.38,16.469
12,2012,22,27.28,16.14783
12,2013,8,27.375,16.184
12,2013,16,28.28767,15.49467
12,2013,17,27.13233,16.068
12,2013,18,26.9195,16.657
12,1951,19,27.23017,16.48833
12,1970,16,27.27417,16.40833
12,1972,20,27.1345,16.08933
12,1975,2,27.18317,16.33083
12,1978,1,27.16383,16.52033
1,1980,14,27.15,16.40633
12,1980,22,27.14967,16.21
12,1981,21,27.1675,16.14067
12,1984,18,27.1835,16.11517
12,1986,22,27.184,16.11183
12,1989,19,27.19567,16.10033
12,1991,22,27.19583,16.01317
12,1992,2,27.19583,16.01317
12,1993,14,27.25483,16.00667
1,1995,5,27.133,16.0395
12,1995,22,27.11167,16.02983
12,1996,21,27.10467,16.01167
12,1997,0,27.1075,16.03583
1,1997,19,27.11067,16.07017
12,1997,22,27.1185,16.10333
12,1998,6,27.1205,16.11217
12,1998,18,27.13033,16.1565
12,1999,4,27.13317,16.16333
12,1999,20,27.15233,16.26717
12,1999,22,27.155,16.27883
12,1999,23,27.12933,16.37283
12,2000,4,27.1355,16.3205
12,2000,4,27.159,16.22
12,2000,17,27.16717,16.1505
12,2000,20,27.16983,16.14317
1,2001,0,27.10133,16.0215
12,2001,1,27.10383,16.0325
1,2001,5,27.147,16.1585
12,2001,19,27.1575,16.208
12,2001,20,27.1575,16.208
12,2001,21,27.19117,16.27767
12,2001,21,27.24733,16.39733
12,2001,21,26.98333,16.506
12,2001,21,26.98133,16.50433
12,2001,22,27.03367,16.4055
12,2001,22,27.04517,16.38167
12,2001,22,27.04567,16.3795
12,2001,22,27.0465,16.37267
12,2001,22,27.14033,16.20467
12,2001,22,27.185,16.1335
12,2001,22,27.186,16.13083
12,2001,22,27.18667,16.12283
12,2001,22,27.1915,16.115
12,2001,23,27.15617,16.029
12,2002,5,27.111,16.02167
12,2002,14,27.11067,16.02583
12,2002,17,27.108,16.071
12,2002,20,27.12017,16.20833
12,2002,21,27.13817,16.27233
12,2002,23,27.03017,16.53683
12,2002,24,27.03083,16.5215
12,2003,5,27.02683,16.5085
1,2003,10,27.0505,16.40517
12,2003,16,27.05117,16.39233
12,2003,18,27.16533,16.14483
1,2003,19,27.18367,16.11583
12,2003,22,27.24983,16.0205
12,2004,2,27.63567,16.87778
1,2004,7,27.69983,15.72694
1,2004,8,27.09617,16.02567
1,2004,18,27.102,16.02017
12,2004,19,27.11167,16.01333
1,2004,20,27.1165,16.083
1,2004,20,27.11783,16.08533
12,2004,23,27.12483,16.12083
12,2005,5,27.127,16.12933
12,2005,6,27.141,16.16783
12,2005,18,27.152,16.197
1,2005,18,27.2645,16.40867
12,2005,21,27.07583,16.45333
1,2006,0,27.07333,16.43083
1,2006,4,27.07717,16.39817
12,2006,15,27.07733,16.217
12,2006,17,27.1485,16.0945
1,2006,17,27.10267,16.02833
12,2006,18,27.10667,16.0085
12,2006,21,27.1705,15.94517
1,2006,22,27.18283,15.94233
1,2007,2,27.16467,15.943
12,2007,9,27.1615,15.95083
12,2007,12,27.12817,16.004
12,2007,15,27.11833,16.01017
12,2007,18,27.09967,16.03467
1,2007,21,27.0815,16.148
12,2008,0,27.09133,16.289
12,2008,4,27.03783,16.4685
1,2008,8,27.04717,16.44133
1,2008,18,27.058,16.40217
1,2008,20,27.0715,16.091
12,2008,21,27.09583,16.03683
12,2009,0,27.117,16.01533
12,2009,3,27.1245,15.99167
12,2009,7,27.15117,15.9665
1,2009,18,27.643,15.90167
1,2009,18,27.62517,15.98217
1,2009,19,27.624,16.05117
12,2009,19,27.62467,16.0545
1,2009,20,27.62417,16.05983
12,2009,21,27.62433,16.06233
1,2009,22,27.54733,16.3655
1,2009,23,27.6315,16.03333
1,2010,5,27.12033,16.063
12,2010,17,27.12133,16.0685
12,2010,19,27.1275,16.104
12,2010,22,27.126,16.1065
1,2010,23,27.13083,16.13233
12,2011,1,27.1415,16.16483
1,2011,6,27.25733,16.38217
1,2011,10,27.37883,16.45383
12,2011,17,27.44317,16.32933
1,2011,17,27.45333,16.31267
1,2011,18,27.495,16.259
12,2011,19,27.56417,16.15217
12,2011,20,27.5775,16.13633
12,2011,23,27.086,16.03683
1,2012,6,27.09017,16.032
12,2012,18,27.13717,15.8445
1,2012,18,27.1405,15.97483
1,2012,19,27.15283,15.96267
12,2012,19,27.1685,15.95833
1,2012,21,27.16583,16.08617
1,2012,21,27.16533,16.21317
1,2012,22,27.17717,16.26683
1,2013,0,27.18567,16.31833
1,2013,5,27.194,16.36133
12,2013,17,27.09933,16.37983
12,2013,18,27.15217,16.05683
12,2013,20,27.18267,16.0905
12,2013,20,27.19483,16.06917
12,2013,22,27.1975,16.062
12,1950,22,27.2025,16.05267
12,1973,21,27.216,16.03233
12,1989,7,27.18617,16.11117
12,1992,0,27.188,16.12883
12,1995,23,27.1885,16.13083
12,1996,18,27.2035,16.2
12,1999,3,27.20667,16.2045
12,1999,21,27.21017,16.22083
12,2000,15,27.21833,16.25417
12,2000,22,27.11583,16.37683
12,2001,5,27.1145,16.35517
12,2002,6,27.11483,16.34333
12,2003,13,27.11267,16.31583
12,2003,18,27.11217,16.29633
12,2003,23,27.06117,16.17817
12,2004,2,27.06967,16.1675
12,2004,17,27.10733,16.12633
12,2004,19,27.14533,16.08367
12,2004,22,27.14767,16.08083
12,2005,6,27.165,16.02083
12,2005,18,27.18367,16.30033
12,2005,20,27.1885,16.31483
12,2005,23,27.20267,16.42083
12,2006,3,27.10383,16.38867
12,2006,18,27.10633,16.374
12,2006,22,27.11133,16.27967
12,2007,1,27.12317,16.223
12,2007,13,27.12833,16.20967
12,2007,16,27.18383,16.12883
12,2007,17,27.18383,16.12883
12,2007,17,27.18383,16.12883
12,2007,17,27.18383,16.12883
12,2007,21,27.25117,16.07333
12,2007,22,27.36233,16.08967
12,2008,6,27.3775,16.19317
12,2008,21,27.3615,16.2145
12,2008,23,27.37817,16.31217
12,2009,4,27.37817,16.31217
12,2009,17,27.40867,16.3185
12,2009,18,27.4595,16.07667
12,2009,19,27.45967,16.07267
12,2009,21,27.4715,16.296
12,2009,23,27.53817,16.44233
12,2010,2,27.25383,16.30233
12,2010,21,27.26183,16.26133
12,2011,5,27.2855,16.176
12,2011,18,27.32667,16.09567
12,2011,23,27.0875,16.051
12,2012,7,27.08817,16.0575
12,2012,16,27.08733,16.058
12,2012,17,27.09967,16.11783
12,2012,18,27.1025,16.134
12,2012,20,27.202,16.36733
12,2012,21,27.23,16.31217
12,2012,22,27.29133,16.21333
12,2012,23,27.325,16.165
12,2013,0,26.78917,16.70467
12,2013,1,26.77167,16.11133
12,2013,7,26.94467,16.17933
12,2013,17,26.9715,16.45133
12,2013,18,26.97,16.4625
12,2013,19,27.135,16.2335
12,2013,19,27.1685,16.1845
12,2013,21,27.28617,16.07467
12,2013,22,27.70467,16.18917
12,1987,1,27.52367,16.15117
12,1995,18,27.38467,16.12867
12,1996,21,27.51283,16.16267
12,1998,2,27.292,16.112
12,1998,12,27.1595,16.05283
12,1998,20,27.08867,16.14317
12,1998,23,26.80733,15.9015
12,1998,23,27.12117,16.331
12,1999,15,27.12217,16.312
12,2000,18,27.2435,16.081
12,2001,15,27.01333,16.1875
12,2002,8,27.14317,15.873
12,2002,21,27.028,16.35867
12,2002,23,27.03383,16.326
12,2003,2,27.09867,16.14133
12,2003,20,27.09917,16.14033
12,2004,2,28.3,15.7175
12,2004,6,28.1815,15.64783
12,2004,20,28.206,15.6355
12,2004,20,27.839,15.877
12,2004,22,27.84067,15.88567
12,2004,22,27.84267,15.8995
12,2005,8,27.129,16.2655
12,2005,17,27.10417,16.1175
12,2005,18,27.1095,16.0745
12,2005,20,27.10467,16.00867
12,2005,21,27.13017,16.23183
12,2006,7,27.15517,16.2825
12,2006,18,27.2035,16.3115
12,2006,20,27.19367,16.20767
12,2006,20,27.182,16.15017
12,2006,22,27.179,16.11267
12,2006,23,27.1725,16.08133
12,2007,17,27.15133,16.045
12,2007,19,27.08283,16.129
12,2008,2,27.10483,16.1195
12,2008,17,27.15467,16.079
12,2008,18,27.185,16.0995
12,2008,23,27.2165,16.15
12,2008,23,27.2915,16.21333
12,2009,14,27.20283,16.05767
12,2009,22,27.20217,16.05833
12,2010,0,27.22667,16.113
12,2010,18,27.22483,16.24383
12,2010,22,27.17867,16.259
12,2011,13,27.23867,16.12967
12,2011,17,27.5965,15.8705
12,2011,22,27.61717,15.96633
12,2012,0,27.67917,15.86533
12,2012,6,27.8195,15.8945
12,2012,15,27.86617,15.89733
12,2012,17,28.9055,15.82767
12,2012,18,27.92367,15.83217
12,2012,19,27.9275,15.83117
12,2012,19,27.86217,15.87967
12,2012,20,27.85883,15.8815
12,2012,21,27.84983,15.88583
12,2012,23,27.83933,15.89183
12,2013,0,27.841,15.86817
12,2013,5,27.8515,15.8715
12,2013,16,27.85967,15.88017
12,2013,17,27.86167,15.88317
12,2013,18,27.94867,15.90133
12,2013,19,27.832,15.83767
12,2013,19,27.83533,15.8435
12,2013,19,27.876,15.91733
12,2013,19,27.91483,15.96183
12,2013,20,27.87333,15.9135
12,2013,23,27.88683,15.8715
12,1991,5,27.88717,15.86333
12,1995,21,27.8945,15.85933
12,1996,20,27.91617,15.83783
12,1997,23,27.87417,15.88717
12,1998,4,27.44217,16.08217
12,1998,15,27.4345,16.12267
12,1998,21,27.42183,16.17817
12,1999,7,27.41117,16.2
12,2000,0,27.41217,16.20183
12,2001,22,27.4445,16.27433
12,2002,2,27.44317,16.1855
12,2003,0,27.33733,16.20133
12,2003,3,27.1425,16.0595
12,2003,19,27.46133,16.1955
12,2004,0,27.46483,16.18733
12,2004,4,27.35683,16.167
12,2004,6,27.42383,16.34
12,2004,21,27.4355,16.26633
12,2004,22,27.409,16.20417
12,2005,0,27.76483,16.08633
12,2005,8,27.8185,15.92733
12,2006,1,27.81833,15.91533
12,2006,17,27.8365,15.8245
12,2006,21,27.86667,15.94283
12,2007,0,27.3695,16.19883
12,2007,17,27.84217,15.89667
12,2007,19,27.814,15.9115
12,2007,22,27.76383,15.91083
12,2007,24,27.83767,15.91333
12,2008,2,27.93133,15.8675
12,2008,10,28.14033,15.82383
12,2008,18,27.40917,16.268
12,2009,4,27.42083,16.29333
12,2009,20,27.82383,15.8785
12,2010,3,27.3725,16.24017
12,2010,18,27.37517,16.18417
12,2010,23,27.347,16.08833
12,2011,1,27.48733,16.32517
12,2011,18,27.51617,16.28333
12,2011,20,27.3785,16.1855
12,2011,23,27.4665,15.914
12,2012,1,27.50233,15.9125
12,2012,3,27.59917,16.00233
12,2012,6,27.59467,15.9365
12,2012,20,27.86433,15.87333
12,2012,22,27.8745,15.87217
12,2012,23,27.86383,15.87017
12,2013,13,27.74017,15.93683
12,2013,18,27.479,16.03917
12,2013,20,27.45467,16.08733
12,2013,21,27.37933,16.45817
12,1954,23,27.35817,16.43233
12,1967,19,27.29367,16.41433
12,1969,16,27.28133,16.41733
12,1970,21,27.27933,16.41167
12,1976,22,27.31283,16.232
12,1978,14,27.4475,15.985
12,1979,19,27.32367,16.27683
12,1983,1,27.24083,16.408
12,1985,17,27.22183,16.2455
12,1988,23,26.85483,15.97533
12,1992,5,26.69617,16.3275
12,1992,24,27.90017,15.90117
12,1993,20,27.829,15.928
12,1994,18,27.48333,16.263
12,1994,22,27.48183,16.28733
12,1995,20,27.48083,16.31833
12,1996,23,27.452,16.021
12,1997,20,27.38833,16.15733
12,1997,22,27.39783,16.16317
12,1998,0,27.48017,16.27133
12,1998,7,27.46067,16.17083
12,1998,10,27.4335,16.0845
12,1998,17,27.42683,16.05367
12,1998,19,27.5825,15.98333
12,1998,22,27.64617,15.91483
12,1998,22,27.804,15.935
12,1999,17,27.7875,15.855
12,1999,20,27.80517,15.92667
12,2000,4,27.79783,15.94167
12,2000,10,27.80733,15.93767
12,2000,16,27.81,15.933
12,2000,21,27.81433,15.9145
12,2001,0,27.80383,15.921
12,2001,19,28.019,15.86333
12,2002,0,28.01517,15.86367
12,2002,7,27.01167,15.86483
12,2002,13,28.01967,15.89017
12,2002,21,28.01483,15.86267
12,2002,23,28.01,15.845
12,2003,2,28.00883,15.84283
12,2003,10,28.0215,15.8425
12,2003,18,27.8315,15.87433
12,2003,19,27.78533,15.95233
12,2003,22,27.78717,15.95117
12,2004,4,27.79133,15.96517
12,2004,9,27.77983,16.06267
12,2004,17,27.7865,16.09717
12,2004,19,27.61067,16.21867
12,2005,1,27.35267,16.20067
12,2005,6,27.74767,16.003
12,2005,17,27.75467,15.98183
12,2005,20,27.35583,16.20317
12,2005,22,27.3685,16.1735
12,2006,1,27.36883,16.2855
12,2006,10,27.36867,16.26383
12,2006,15,27.46533,16.01517
12,2006,17,27.2,16.1
12,2006,19,27.01767,16.38833
12,2006,21,27.18383,16.11433
12,2007,4,27.38333,16.41667
12,2007,18,27.26667,16.11667
12,2007,19,27.13333,16.08333
12,2007,20,27.1885,16.35017
12,2007,21,27.26683,16.06683
12,2008,1,27.15133,16.12683
12,2008,7,26.99167,15.7745
12,2008,18,27.16883,16.13817
12,2008,23,27.20183,16.3835
12,2009,8,26.96017,16.34033
12,2009,18,27.20333,16.0715
12,2009,24,27.45433,16.2315
12,2010,4,27.33417,16.28733
12,2010,22,27.33083,16.28317
12,2010,23,27.30033,16.17767
12,2011,17,27.28883,16.11533
12,2011,21,27.2525,16.06967
12,2011,23,27.25283,16.07167
12,2012,1,27.27183,16.0535
12,2012,10,27.27183,16.0535
12,2012,17,27.27183,16.0535
12,2012,20,27.26683,16.06683
12,2012,21,27.26683,16.06683
12,2012,24,27.26683,16.072
12,2013,16,27.28067,16.06183
12,2013,18,27.18333,16.08333
12,2013,20,27.0555,16.136
12,2013,22,27.0715,16.11583
12,1975,21,27.08983,16.08667
12,1990,2,27.11183,16.08433
12,1997,2,27.11117,16.08433
12,1998,19,27.14167,16.0865
12,1998,23,27.31033,16.2325
12,1998,23,27.31033,16.2325
12,1999,10,27.311,16.234
12,1999,21,27.3,16.2
12,2000,0,27.1365,16.0835
12,2001,10,27.15183,16.23367
12,2002,6,27.18783,16.1385
12,2002,20,27.0685,16.107
12,2003,4,27.01817,16.0885
12,2003,11,27.01733,16.0885
12,2003,18,27.01867,16.32033
12,2003,22,27.18867,16.3185
12,2004,11,27.18867,16.33383
12,2004,18,27.20017,16.3685
12,2004,21,27.20567,16.371
12,2005,2,27.2025,16.36917
12,2005,19,27.20017,16.35017
12,2006,6,27.2015,16.35517
12,2006,7,27.18767,16.335
12,2006,7,27.1855,16.31683
12,2006,7,27.1835,16.30267
12,2006,7,27.1835,16.30167
12,2006,7,27.186,16.287
12,2006,7,27.18683,16.288
12,2006,8,26.96333,16.45933
12,2006,17,27.20333,16.08183
12,2006,19,27.20267,16.11717
12,2006,21,27.02317,16.41317
12,2007,0,27.08367,16.13367
12,2007,20,27.2695,16.13783
12,2008,7,27.42383,16.2045
12,2008,18,27.27683,16.12567
12,2008,21,27.25267,16.0705
12,2009,8,27.28033,16.067
12,2010,16,27.27183,16.0535
12,2010,19,27.27183,16.05667
12,2011,6,27.27183,16.07683
12,2011,17,27.211,16.35183
12,2011,19,27.54767,15.847
12,2011,21,27.1915,16.29367
12,2011,22,27.19083,16.29283
12,2011,23,27.20117,16.3175
12,2012,16,27.09367,16.4205
12,2012,20,27.30017,16.14117
12,2012,22,26.89517,16.5515
12,2013,1,27.20517,16.13933
12,2013,8,27.23583,16.06033
12,2013,19,27.27833,16.10833
12,2013,21,27.29117,16.1275
12,1977,19,27.547,15.85933
12,1994,20,27.42717,16.33383
12,1996,1,27.3445,16.3025
12,1996,6,27.39883,16.1595
12,1996,6,27.43217,16.25233
12,1996,20,27.217,16.38917
12,1997,0,27.2315,16.32617
12,1998,2,27.25267,16.26983
12,1998,14,27.27133,16.4135
12,1998,22,27.05267,16.43133
12,1999,22,27.07583,16.32683
12,2000,3,27.09933,16.15533
12,2000,18,27.117,16.121
12,2000,20,27.12383,16.11233
12,2001,5,27.1515,16.08267
12,2001,19,27.1555,16.07767
12,2002,2,27.0865,16.17317
12,2002,21,27.1515,16.083
12,2003,6,27.1015,16.13783
12,2003,18,27.13117,16.11317
12,2003,19,27.42533,16.08783
12,2003,23,27.65533,15.99233
12,2004,9,27.63367,16.0285
12,2005,17,27.63917,15.881
12,2005,21,27.5895,16.11667
12,2006,18,27.63917,15.90133
12,2006,23,27.21367,16.2815
12,2008,16,26.83583,16.6265
12,2008,21,26.92817,16.476
12,2008,23,26.916,16.67317
12,2009,20,26.91633,16.67483
12,2009,21,27.06967,16.07083
12,2010,0,26.99317,16.13933
12,2010,18,26.87967,16.67317
12,2011,0,26.979,16.31083
12,2011,10,27.028,16.28283
12,2011,17,26.879,16.69783
12,2011,18,27.31283,15.9935
12,2011,18,26.97033,16.36083
12,2011,19,26.8855,16.58017
12,2011,20,26.85,16.73333
12,2011,22,27.28383,16.17133
12,2011,24,27.26917,16.364
12,2012,10,27.039,16.26117
12,2012,21,27.12733,16.02233
12,2013,7,27.396,16.11483
12,2013,15,27.16267,16.296
12,2013,18,27.16267,16.296
12,2013,20,27.02917,16.22933
12,2013,21,27.47883,16.30367
12,1977,18,27.48417,16.30533
12,1995,20,27.50467,16.32167
12,1996,4,27.352,16.2475
12,1997,22,27.23633,16.35383
12,1998,19,27.3705,16.18833
12,1998,22,27.35517,16.2035
12,2000,7,27.35167,16.23567
12,2000,21,27.30417,16.32217
12,2001,22,27.2735,16.33833
12,2002,19,27.23533,16.338
12,2003,7,27.0555,16.05067
12,2003,17,27.15233,16.33733
